Order_ID,Product_Name,Category,Quantity_Sold,Price,Sales_Amount,Order_Date,Region
ORD-000904,Blender,Home & Kitchen,4.0,2081.45,8325.8,2024-01-13,West
ORD-000905,Dumbbells Set,Sports,1.0,2215.63,2215.63,2023-10-27,Central
ORD-000906,Water Bottle,Home & Kitchen,4.0,272.9,1091.6,2024-06-21,North
ORD-000907,Dumbbells Set,Sports,1.0,2577.55,2577.55,2024-05-10,West
ORD-000908,Water Bottle,Home & Kitchen,3.0,277.44,832.32,2024-09-15,East
ORD-000909,Gym Gloves,Sports,3.0,498.46,1495.38,2023-05-13,West
ORD-000910,Cloud Computing,Books,1.0,688.94,688.94,2023-07-04,South
ORD-000911,Cotton T-Shirt,Clothing,2.0,517.78,1035.56,2023-05-02,North
ORD-000912,Sneakers,Clothing,1.0,1908.84,1908.84,2024-02-28,West
ORD-000913,Cotton T-Shirt,Clothing,1.0,466.31,466.31,2024-10-17,West
ORD-000914,Storage Containers,Home & Kitchen,4.0,376.96,1507.84,2024-06-02,North
ORD-000915,Blender,Home & Kitchen,3.0,1965.08,5895.24,2024-02-10,North
ORD-000916,Winter Jacket,Clothing,3.0,3942.27,11826.81,2023-12-05,East
ORD-000917,Python Programming,Books,2.0,537.07,1074.14,2024-10-23,East
ORD-000918,Gym Gloves,Sports,1.0,486.12,486.12,2024-04-18,West
ORD-000919,Resistance Bands,Sports,2.0,376.92,753.84,2024-08-01,East
ORD-000920,Sports Shorts,Clothing,1.0,625.46,625.46,2023-12-29,West
ORD-000921,Water Bottle,Home & Kitchen,2.0,269.04,538.08,2024-10-03,East
ORD-000922,Denim Jeans,Clothing,3.0,1226.71,3680.13,2023-11-12,North
ORD-000923,Data Science Guide,Books,,768.22,2304.66,2024-05-23,West
ORD-000924,Desk Lamp,Home & Kitchen,1.0,529.32,529.32,2024-06-21,West
ORD-000925,Denim Jeans,Clothing,1.0,1415.53,1415.53,2024-03-30,Central
ORD-000926,Winter Jacket,Clothing,1.0,3742.99,3742.99,2023-12-15,East
ORD-000927,Air Purifier,Home & Kitchen,1.0,5655.9,5655.9,2023-04-11,West
ORD-000928,Winter Jacket,Clothing,2.0,3723.3,7446.6,2023-02-07,East
ORD-000929,Power Bank 10000mAh,Electronics,3.0,924.43,2773.29,2023-02-15,North
ORD-000930,Python Programming,Books,3.0,627.57,1882.71,2023-04-16,South
ORD-000931,Resistance Bands,Sports,1.0,377.56,377.56,2024-10-16,North
ORD-000932,Blender,Home & Kitchen,2.0,1769.48,3538.96,2024-03-27,North
ORD-000933,Wireless Mouse,Electronics,2.0,396.32,792.64,2024-09-29,East
ORD-000934,Gym Gloves,Sports,1.0,529.59,529.59,2023-10-05,South
ORD-000935,Running Shoes,Clothing,3.0,2793.06,8379.18,2023-03-14,East
ORD-000936,HD Webcam,Electronics,1.0,1263.18,1263.18,2023-01-30,North
ORD-000937,USB Keyboard,Electronics,1.0,689.91,689.91,2024-03-12,Central
ORD-000938,AI Foundations,Books,1.0,908.53,908.53,2023-11-16,West
ORD-000939,Dumbbells Set,Sports,1.0,2193.81,2193.81,2024-04-21,West
ORD-000940,Data Science Guide,Books,1.0,833.62,833.62,2024-04-11,West
ORD-000941,Web Development,Books,2.0,781.98,1563.96,2023-08-18,South
ORD-000942,Water Bottle,Home & Kitchen,1.0,313.82,313.82,2023-07-07,West
ORD-000943,Towel Set,Home & Kitchen,1.0,594.57,594.57,2024-05-14,South
ORD-000944,Machine Learning,Books,1.0,927.17,927.17,2023-10-17,North
ORD-000945,Laptop Stand,Electronics,1.0,1149.32,1149.32,2023-04-20,West
ORD-000946,Jump Rope,Sports,3.0,275.55,826.65,2024-02-15,North
ORD-000947,Sunglasses,Clothing,1.0,729.06,729.06,2024-01-29,West
ORD-000948,Statistics Book,Books,2.0,657.67,1315.34,2024-08-03,North
ORD-000949,Headphones,Electronics,3.0,1483.31,4449.93,2023-04-28,East
ORD-000950,Machine Learning,Books,1.0,782.92,782.92,2023-11-12,North
ORD-000951,Water Bottle Sport,Sports,5.0,365.77,1828.85,2023-12-02,North
ORD-000952,Cotton T-Shirt,Clothing,6.0,491.96,2951.76,2023-05-31,South
ORD-000953,Jump Rope,Sports,1.0,332.86,332.86,2023-07-20,South
ORD-000954,Water Bottle,Home & Kitchen,5.0,306.42,1532.1,2023-12-19,East
ORD-000955,Water Bottle Sport,Sports,2.0,303.18,606.36,2023-05-11,Central
ORD-000956,Wireless Mouse,Electronics,2.0,514.62,1029.24,2024-12-21,North
ORD-000957,Non-Stick Pan,Home & Kitchen,2.0,820.61,1641.22,2023-08-29,East
ORD-000958,Statistics Book,Books,2.0,592.77,1185.54,2024-01-26,North
ORD-000959,Winter Jacket,Clothing,1.0,3944.58,3944.58,2024-07-22,West
ORD-000960,Formal Shirt,Clothing,4.0,767.28,3069.12,2024-11-17,West
ORD-000961,Sunglasses,Clothing,2.0,916.51,1833.02,2024-11-04,North
ORD-000962,Cloud Computing,Books,2.0,732.31,1464.62,2024-12-13,North
ORD-000963,Water Bottle Sport,Sports,,336.93,1010.79,2024-07-19,North
ORD-000964,Python Programming,Books,1.0,640.5,640.5,2024-08-14,West
ORD-000965,Water Bottle,Home & Kitchen,2.0,257.15,514.3,2024-07-13,North
ORD-000966,AI Foundations,Books,1.0,1137.38,1137.38,2023-04-26,North
ORD-000967,Resistance Bands,Sports,1.0,401.8,401.8,2024-04-21,East
ORD-000968,Sunglasses,Clothing,1.0,909.36,909.36,2024-10-07,North
ORD-000969,Resistance Bands,Sports,1.0,380.27,380.27,2024-09-19,West
ORD-000970,Cloud Computing,Books,1.0,765.62,765.62,2024-06-08,South
ORD-000971,Storage Containers,Home & Kitchen,2.0,369.42,738.84,2023-10-24,East
ORD-000972,Storage Containers,Home & Kitchen,1.0,357.18,357.18,2023-03-04,East
ORD-000973,Non-Stick Pan,Home & Kitchen,2.0,709.55,1419.1,2023-10-21,North
ORD-000974,Storage Containers,Home & Kitchen,4.0,325.47,1301.88,2023-05-16,South
ORD-000975,HD Webcam,Electronics,1.0,1257.3,1257.3,2024-08-28,South
ORD-000976,Formal Shirt,Clothing,1.0,812.91,812.91,2024-12-18,East
ORD-000977,USB-C Cable,Electronics,3.0,204.7,614.1,2023-03-28,West
ORD-000978,Statistics Book,Books,1.0,637.35,637.35,2024-01-28,West
ORD-000979,Sports Shorts,Clothing,3.0,752.57,2257.71,2023-02-25,North
ORD-000980,Sunglasses,Clothing,1.0,793.31,793.31,2024-02-13,Central
ORD-000981,Football,Sports,3.0,772.65,2317.95,2024-01-24,South
ORD-000982,Water Bottle Sport,Sports,1.0,380.13,380.13,2023-01-13,South
ORD-000983,Non-Stick Pan,Home & Kitchen,4.0,831.94,3327.76,2023-04-10,Central
ORD-000984,SQL Handbook,Books,1.0,544.26,544.26,2023-12-10,South
ORD-000985,Water Bottle Sport,Sports,1.0,,375.08,2024-04-17,West
ORD-000986,Football,Sports,2.0,844.61,1689.22,2024-06-16,North
ORD-000987,Yoga Mat,Sports,1.0,782.48,782.48,2024-11-19,South
ORD-000988,Dumbbells Set,Sports,6.0,2288.65,13731.9,2024-12-02,South
ORD-000989,Cotton T-Shirt,Clothing,2.0,432.67,865.34,2023-01-25,East
ORD-000990,Denim Jeans,Clothing,3.0,1137.81,3413.43,2024-12-26,East
ORD-000991,Machine Learning,Books,1.0,832.47,832.47,2023-04-24,East
ORD-000992,Headphones,Electronics,2.0,1586.5,3173.0,2023-10-11,West
ORD-000993,Storage Containers,Home & Kitchen,2.0,325.68,651.36,2023-06-15,North
ORD-000994,AI Foundations,Books,1.0,1092.75,1092.75,2023-03-03,North
ORD-000995,Headphones,Electronics,3.0,1355.3,4065.9,2023-07-25,East
ORD-000996,Sneakers,Clothing,1.0,1762.87,1762.87,2023-08-12,South
ORD-000997,Coffee Maker,Home & Kitchen,1.0,2552.49,2552.49,2023-02-05,South
ORD-000998,Python Programming,Books,2.0,624.22,1248.44,2024-05-24,Central
ORD-000999,SQL Handbook,Books,3.0,559.57,1678.71,2023-06-05,East
ORD-001000,Jump Rope,Sports,1.0,329.86,329.86,2024-05-04,West
ORD-001001,Bluetooth Speaker,Electronics,1.0,1902.2,1902.2,2023-01-04,West
ORD-001002,USB-C Cable,Electronics,4.0,193.07,772.28,2023-12-08,West
ORD-001003,USB-C Cable,Electronics,2.0,189.45,378.9,2024-07-01,West
ORD-001004,Desk Lamp,Home & Kitchen,1.0,683.01,683.01,2023-06-30,West
ORD-001005,Water Bottle,Home & Kitchen,6.0,286.38,1718.28,2023-04-20,North
ORD-001006,Web Development,Books,5.0,599.47,2997.35,2023-05-24,Central
ORD-001007,Sunglasses,Clothing,2.0,808.72,1617.44,2024-02-03,South
ORD-001008,Jump Rope,Sports,7.0,259.18,1814.26,2023-01-17,West
ORD-001009,Laptop Stand,Electronics,2.0,1150.77,2301.54,2023-05-02,East
ORD-001010,Cricket Bat,Sports,1.0,1306.54,1306.54,2024-08-16,West
ORD-001011,Python Programming,Books,2.0,620.27,1240.54,2024-04-27,North
ORD-001012,Cotton T-Shirt,Clothing,4.0,559.58,2238.32,2023-06-26,West
ORD-001013,Headphones,Electronics,1.0,1540.97,1540.97,2024-09-17,West
ORD-001014,USB Keyboard,Electronics,2.0,672.55,1345.1,2024-05-24,North
ORD-001015,Sneakers,Clothing,2.0,2288.17,4576.34,2023-12-12,West
ORD-001016,Coffee Maker,Home & Kitchen,2.0,2227.11,4454.22,2024-12-01,West
ORD-001017,Cotton T-Shirt,Clothing,1.0,433.61,433.61,2024-08-30,South
ORD-001018,Machine Learning,Books,2.0,808.65,1617.3,2024-12-14,North
ORD-001019,Yoga Mat,Sports,1.0,992.68,992.68,2023-05-17,East
ORD-001020,Cotton T-Shirt,Clothing,2.0,425.23,850.46,2024-05-13,Central
ORD-001021,Resistance Bands,Sports,2.0,433.98,867.96,2024-03-02,East
ORD-001022,Winter Jacket,Clothing,3.0,3523.23,10569.69,2023-05-27,South
ORD-001023,Cotton T-Shirt,Clothing,2.0,498.98,997.96,2024-09-02,Central
ORD-001024,Blender,Home & Kitchen,1.0,1748.39,1748.39,2024-03-04,North
ORD-001025,Dumbbells Set,Sports,1.0,2694.77,2694.77,2024-09-25,East
ORD-001026,Sunglasses,Clothing,1.0,745.41,745.41,2024-10-03,North
ORD-001027,Sunglasses,Clothing,1.0,839.78,839.78,2024-05-24,North
ORD-001028,Storage Containers,Home & Kitchen,1.0,331.65,331.65,2023-08-03,West
ORD-001029,Python Programming,Books,1.0,675.35,675.35,2023-04-17,North
ORD-001030,Headphones,Electronics,1.0,1677.79,1677.79,2024-06-11,West
ORD-001031,Gym Gloves,Sports,1.0,525.47,525.47,2024-03-05,South
ORD-001032,USB-C Cable,Electronics,4.0,213.19,852.76,2023-08-22,Central
ORD-001033,Web Development,Books,3.0,695.73,2087.19,2023-03-17,Central
ORD-001034,Winter Jacket,Clothing,1.0,3380.73,3380.73,2024-09-16,North
ORD-001035,Sports Shorts,Clothing,5.0,620.83,3104.15,2023-10-04,West
ORD-001036,Power Bank 10000mAh,Electronics,1.0,889.7,889.7,2023-05-20,South
ORD-001037,Desk Lamp,Home & Kitchen,1.0,651.03,651.03,2023-10-30,West
ORD-001038,Cricket Bat,Sports,1.0,1658.65,1658.65,2024-08-14,North
ORD-001039,Jump Rope,Sports,2.0,329.23,658.46,2023-08-10,South
ORD-001040,Web Development,Books,1.0,715.66,715.66,2023-09-11,Central
ORD-001041,Cricket Bat,Sports,2.0,1462.02,2924.04,2024-08-10,North
ORD-001042,Python Programming,Books,4.0,595.27,2381.08,2024-03-11,West
ORD-001043,Headphones,Electronics,1.0,1526.32,1526.32,2024-05-22,North
ORD-001044,Web Development,Books,2.0,644.28,1288.56,2023-05-16,Central
ORD-001045,Headphones,Electronics,1.0,1591.49,1591.49,2024-11-16,Central
ORD-001046,Yoga Mat,Sports,1.0,801.54,801.54,2024-04-10,West
ORD-001047,Sports Shorts,Clothing,1.0,726.97,726.97,2024-10-03,Central
ORD-001048,Laptop Stand,Electronics,1.0,945.8,945.8,2024-12-08,South
ORD-001049,Desk Lamp,Home & Kitchen,1.0,667.44,667.44,2024-12-02,West
ORD-001050,USB-C Cable,Electronics,3.0,190.98,572.94,2023-02-22,East
ORD-001051,Blender,Home & Kitchen,1.0,2015.72,2015.72,2023-06-29,East
ORD-001052,Running Shoes,Clothing,1.0,2209.28,2209.28,2023-12-09,East
ORD-001053,Football,Sports,2.0,894.38,1788.76,2023-08-19,East
ORD-001054,SQL Handbook,Books,4.0,475.83,1903.32,2023-02-25,East
ORD-001055,Dumbbells Set,Sports,1.0,2632.68,2632.68,2024-04-26,East
ORD-001056,Towel Set,Home & Kitchen,2.0,630.14,1260.28,2024-09-27,West
ORD-001057,Bluetooth Speaker,Electronics,1.0,1740.97,1740.97,2024-04-13,North
ORD-001058,USB Keyboard,Electronics,4.0,688.43,2753.72,2023-06-18,East
ORD-001059,Cotton T-Shirt,Clothing,2.0,526.31,1052.62,2023-10-28,Central
ORD-001060,AI Foundations,Books,1.0,1042.36,1042.36,2024-03-06,South
ORD-001061,Wireless Mouse,Electronics,1.0,452.65,452.65,2023-08-26,South
ORD-001062,Gym Gloves,Sports,3.0,473.0,1419.0,2024-11-02,East
ORD-001063,Jump Rope,Sports,2.0,265.99,531.98,2024-04-13,West
ORD-001064,Formal Shirt,Clothing,2.0,1025.95,2051.9,2023-08-21,West
ORD-001065,HD Webcam,Electronics,1.0,1364.24,1364.24,2023-12-28,East
ORD-001066,Formal Shirt,Clothing,7.0,990.52,6933.64,2023-07-06,West
ORD-001067,Running Shoes,Clothing,2.0,2869.18,5738.36,2023-09-01,East
ORD-001068,SQL Handbook,Books,2.0,508.35,1016.7,2024-01-14,North
ORD-001069,Blender,Home & Kitchen,1.0,1921.71,1921.71,2023-06-01,North
ORD-001070,Coffee Maker,Home & Kitchen,3.0,2498.56,7495.68,2023-01-26,North
ORD-001071,AI Foundations,Books,2.0,1070.48,2140.96,2023-06-09,Central
ORD-001072,Storage Containers,Home & Kitchen,2.0,398.17,796.34,2024-04-30,West
ORD-001073,Cricket Bat,Sports,1.0,1688.9,1688.9,2024-08-01,South
ORD-001074,Headphones,Electronics,1.0,1522.93,1522.93,2023-02-11,South
ORD-001075,Web Development,Books,3.0,662.59,1987.77,2024-04-01,East
ORD-001076,Winter Jacket,Clothing,1.0,3061.89,3061.89,2023-10-12,West
ORD-001077,Laptop Stand,Electronics,2.0,1134.05,2268.1,2023-07-19,East
ORD-001078,USB-C Cable,Electronics,3.0,220.12,660.36,2024-02-12,South
ORD-001079,Non-Stick Pan,Home & Kitchen,2.0,753.0,1506.0,2023-10-19,South
ORD-001080,Dumbbells Set,Sports,1.0,2457.18,2457.18,2023-08-09,Central
ORD-001081,SQL Handbook,Books,2.0,569.41,1138.82,2023-06-17,South
ORD-001082,Machine Learning,Books,1.0,802.89,802.89,2024-08-24,South
ORD-001083,Gym Gloves,Sports,3.0,,1537.71,2023-03-09,South
ORD-001084,Laptop Stand,Electronics,1.0,1071.79,1071.79,2024-10-16,East
ORD-001085,Cricket Bat,Sports,2.0,1445.83,2891.66,2023-07-24,East
ORD-001086,Power Bank 10000mAh,Electronics,1.0,914.99,914.99,2024-08-22,East
ORD-001087,Wireless Mouse,Electronics,1.0,511.56,511.56,2023-06-07,West
ORD-001088,Data Science Guide,Books,1.0,748.11,748.11,2024-10-31,North
ORD-001089,Cotton T-Shirt,Clothing,4.0,497.96,1991.84,2023-05-03,Central
ORD-001090,Gym Gloves,Sports,2.0,489.43,978.86,2024-08-18,South
ORD-001091,Data Science Guide,Books,2.0,817.04,1634.08,2024-01-18,West
ORD-001092,Cotton T-Shirt,Clothing,5.0,555.63,2778.15,2023-05-30,North
ORD-001093,Cotton T-Shirt,Clothing,2.0,519.4,1038.8,2023-10-07,
ORD-001094,Power Bank 10000mAh,Electronics,1.0,1016.67,1016.67,2023-10-26,East
ORD-001095,Denim Jeans,Clothing,2.0,1316.03,2632.06,2024-09-05,Central
ORD-001096,Storage Containers,Home & Kitchen,3.0,334.61,1003.83,2024-12-02,East
ORD-001097,Air Purifier,Home & Kitchen,1.0,4671.19,4671.19,2023-01-14,West
ORD-001098,AI Foundations,Books,2.0,895.47,1790.94,2023-06-16,North
ORD-001099,Denim Jeans,Clothing,1.0,1133.92,1133.92,2024-03-03,West
ORD-001100,Headphones,Electronics,1.0,1438.16,1438.16,2023-12-23,West
ORD-001101,Gym Gloves,Sports,2.0,428.46,856.92,2023-06-26,West
ORD-001102,Running Shoes,Clothing,3.0,2294.01,6882.03,2024-12-11,North
ORD-001103,Denim Jeans,Clothing,1.0,1409.69,1409.69,2024-03-11,North
ORD-001104,Statistics Book,Books,2.0,558.03,1116.06,2023-02-13,West
ORD-001105,Yoga Mat,Sports,2.0,832.39,1664.78,2024-04-25,North
ORD-001106,USB Keyboard,Electronics,1.0,592.55,592.55,2023-05-07,Central
ORD-001107,Sports Shorts,Clothing,1.0,771.53,771.53,2023-01-30,Central
ORD-001108,Gym Gloves,Sports,4.0,499.09,1996.36,2023-12-27,West
ORD-001109,Denim Jeans,Clothing,1.0,1401.59,1401.59,2023-04-12,East
ORD-001110,Formal Shirt,Clothing,3.0,909.01,2727.03,2023-06-25,Central
ORD-001111,Bluetooth Speaker,Electronics,1.0,1786.35,1786.35,2024-05-31,West
ORD-001112,Sunglasses,Clothing,5.0,722.5,3612.5,2024-11-20,South
ORD-001113,Statistics Book,Books,2.0,631.01,1262.02,2023-08-08,West
ORD-001114,Coffee Maker,Home & Kitchen,1.0,2226.04,2226.04,2024-04-22,West
ORD-001115,Non-Stick Pan,Home & Kitchen,2.0,706.89,1413.78,2023-03-26,South
ORD-001116,Resistance Bands,Sports,4.0,392.29,1569.16,2024-12-04,East
ORD-001117,Water Bottle,Home & Kitchen,1.0,334.41,334.41,2023-07-13,West
ORD-001118,Air Purifier,Home & Kitchen,1.0,4986.48,4986.48,2023-01-14,North
ORD-001119,Data Science Guide,Books,1.0,775.18,775.18,2023-05-03,East
ORD-001120,HD Webcam,Electronics,2.0,1091.67,2183.34,2023-03-08,North
ORD-001121,Data Science Guide,Books,1.0,852.98,852.98,2023-08-27,South
ORD-001122,Resistance Bands,Sports,1.0,381.77,381.77,2024-10-21,West
ORD-001123,Cloud Computing,Books,2.0,809.22,1618.44,2024-06-07,North
ORD-001124,Towel Set,Home & Kitchen,1.0,678.5,678.5,2024-05-24,North
ORD-001125,USB Keyboard,Electronics,1.0,742.05,742.05,2024-05-25,South
ORD-001126,Air Purifier,Home & Kitchen,1.0,4393.62,4393.62,2023-11-07,North
ORD-001127,Jump Rope,Sports,2.0,313.54,627.08,2024-04-22,East
ORD-001128,Blender,Home & Kitchen,1.0,2156.84,2156.84,2024-07-07,North
ORD-001129,Data Science Guide,Books,1.0,883.58,883.58,2024-01-28,South
ORD-001130,Wireless Mouse,Electronics,1.0,498.65,498.65,2023-07-01,South
ORD-001131,Sunglasses,Clothing,2.0,850.71,1701.42,2024-03-17,East
ORD-001132,Headphones,Electronics,1.0,1517.73,1517.73,2024-11-06,East
ORD-001133,Cricket Bat,Sports,5.0,1392.6,6963.0,2024-06-02,East
ORD-001134,AI Foundations,Books,1.0,857.59,857.59,2023-10-19,North
ORD-001135,Blender,Home & Kitchen,2.0,2121.95,4243.9,2024-08-20,South
ORD-001136,Laptop Stand,Electronics,1.0,1070.94,1070.94,2023-12-20,North
ORD-001137,Winter Jacket,Clothing,1.0,3596.13,3596.13,2023-08-29,Central
ORD-001138,Power Bank 10000mAh,Electronics,3.0,769.47,2308.41,2023-04-28,South
ORD-001139,Statistics Book,Books,2.0,633.65,1267.3,2024-08-04,North
ORD-001140,Python Programming,Books,4.0,579.29,2317.16,2023-11-21,East
ORD-001141,Data Science Guide,Books,4.0,759.68,3038.72,2024-12-08,East
ORD-001142,Air Purifier,Home & Kitchen,1.0,5703.0,5703.0,2024-09-21,North
ORD-001143,Bluetooth Speaker,Electronics,1.0,1690.55,1690.55,2023-10-22,East
ORD-001144,Denim Jeans,Clothing,1.0,1235.42,1235.42,2024-08-15,North
ORD-001145,Jump Rope,Sports,1.0,325.52,325.52,2024-03-13,West
ORD-001146,Storage Containers,Home & Kitchen,2.0,329.46,658.92,2024-03-19,South
ORD-001147,Towel Set,Home & Kitchen,3.0,541.6,1624.8,2024-11-18,North
ORD-001148,Cricket Bat,Sports,1.0,1571.31,1571.31,2024-08-13,West
ORD-001149,SQL Handbook,Books,1.0,516.13,516.13,2024-10-15,West
ORD-001150,Python Programming,Books,2.0,592.26,1184.52,2024-06-18,North
ORD-001151,Water Bottle,Home & Kitchen,3.0,328.62,985.86,2024-02-25,North
ORD-001152,Sneakers,Clothing,1.0,2086.58,2086.58,2023-10-01,South
ORD-001153,Football,Sports,2.0,715.1,1430.2,2024-02-20,North
ORD-001154,Towel Set,Home & Kitchen,3.0,587.52,1762.56,2024-05-12,West
ORD-001155,Bluetooth Speaker,Electronics,2.0,1545.74,3091.48,2023-06-13,West
ORD-001156,Air Purifier,Home & Kitchen,1.0,5694.54,5694.54,2024-10-21,East
ORD-001157,Wireless Mouse,Electronics,3.0,422.73,1268.19,2023-03-27,North
ORD-001158,AI Foundations,Books,2.0,876.21,1752.42,2024-11-18,Central
ORD-001159,Winter Jacket,Clothing,1.0,3499.26,3499.26,2023-04-25,North
ORD-001160,Resistance Bands,Sports,6.0,367.65,2205.9,2024-05-23,North
ORD-001161,Blender,Home & Kitchen,1.0,2073.24,2073.24,2024-08-21,West
ORD-001162,Web Development,Books,1.0,639.05,639.05,2023-05-28,South
ORD-001163,SQL Handbook,Books,1.0,504.01,504.01,2024-08-26,West
ORD-001164,USB-C Cable,Electronics,1.0,209.91,209.91,2024-07-12,Central
ORD-001165,Sports Shorts,Clothing,1.0,766.39,766.39,2024-05-01,North
ORD-001166,Yoga Mat,Sports,3.0,778.9,2336.7,2024-11-09,Central
ORD-001167,Formal Shirt,Clothing,1.0,936.47,936.47,2024-07-19,West
ORD-001168,Bluetooth Speaker,Electronics,1.0,2021.29,2021.29,2024-03-29,South
ORD-001169,Storage Containers,Home & Kitchen,2.0,375.87,751.74,2023-04-03,South
ORD-001170,Sunglasses,Clothing,1.0,873.85,873.85,2024-10-08,West
ORD-001171,Power Bank 10000mAh,Electronics,1.0,1017.8,1017.8,2023-03-24,East
ORD-001172,AI Foundations,Books,,1094.98,1094.98,2024-03-08,West
ORD-001173,Coffee Maker,Home & Kitchen,1.0,,2670.85,2023-12-27,East
ORD-001174,Towel Set,Home & Kitchen,1.0,518.51,518.51,2024-12-12,West
ORD-001175,Machine Learning,Books,1.0,933.6,933.6,2023-01-04,South
ORD-001176,USB Keyboard,Electronics,3.0,691.64,2074.92,2023-06-11,West
ORD-001177,Sneakers,Clothing,4.0,2222.99,8891.96,2023-11-24,North
ORD-001178,Sports Shorts,Clothing,3.0,681.07,2043.21,2023-10-16,North
ORD-001179,Web Development,Books,1.0,787.73,787.73,2023-01-22,West
ORD-001180,Denim Jeans,Clothing,1.0,1377.43,1377.43,2024-04-18,North
ORD-001181,Statistics Book,Books,1.0,568.99,568.99,2024-09-06,South
ORD-001182,Dumbbells Set,Sports,1.0,2450.39,2450.39,2023-01-15,Central
ORD-001183,Cloud Computing,Books,1.0,682.3,682.3,2023-05-02,Central
ORD-001184,Storage Containers,Home & Kitchen,1.0,341.81,341.81,2024-05-21,North
ORD-001185,Formal Shirt,Clothing,1.0,812.8,812.8,2024-11-24,West
ORD-001186,Power Bank 10000mAh,Electronics,1.0,885.78,885.78,2023-09-26,North
ORD-001187,Jump Rope,Sports,3.0,266.1,798.3,2023-03-29,South
ORD-001188,Web Development,Books,1.0,682.91,682.91,2024-12-31,East
ORD-001189,USB Keyboard,Electronics,3.0,617.41,1852.23,2024-07-24,North
ORD-001190,Non-Stick Pan,Home & Kitchen,2.0,827.68,1655.36,2023-01-06,South
ORD-001191,AI Foundations,Books,2.0,1016.85,2033.7,2023-05-16,East
ORD-001192,Air Purifier,Home & Kitchen,2.0,4757.81,9515.62,2024-05-30,East
ORD-001193,USB-C Cable,Electronics,4.0,177.62,710.48,2024-12-28,North
ORD-001194,HD Webcam,Electronics,1.0,1320.53,1320.53,2024-05-26,West
ORD-001195,SQL Handbook,Books,4.0,538.16,2152.64,2023-09-27,South
ORD-001196,Water Bottle,Home & Kitchen,2.0,343.36,686.72,2023-06-18,West
ORD-001197,Sunglasses,Clothing,4.0,692.23,2768.92,2023-02-24,North
ORD-001198,SQL Handbook,Books,2.0,489.48,978.96,2023-06-17,Central
ORD-001199,Python Programming,Books,1.0,636.56,636.56,2024-03-28,East
ORD-001200,Data Science Guide,Books,1.0,701.58,701.58,2023-06-01,Central
ORD-001201,Running Shoes,Clothing,3.0,2546.42,7639.26,2024-06-04,West
ORD-001202,Cotton T-Shirt,Clothing,3.0,451.18,1353.54,2024-06-22,Central
ORD-001203,Sunglasses,Clothing,3.0,757.93,2273.79,2024-11-24,South
ORD-001204,Laptop Stand,Electronics,2.0,1248.9,2497.8,2024-01-18,West
ORD-001205,Cotton T-Shirt,Clothing,3.0,530.09,1590.27,2023-03-25,East
ORD-001206,Non-Stick Pan,Home & Kitchen,3.0,836.43,2509.29,2023-12-04,Central
ORD-001207,Air Purifier,Home & Kitchen,1.0,5451.25,5451.25,2023-08-05,South
ORD-001208,USB Keyboard,Electronics,5.0,626.87,3134.35,2024-07-14,South
ORD-001209,Winter Jacket,Clothing,2.0,3868.86,7737.72,2024-02-13,North
ORD-001210,SQL Handbook,Books,1.0,522.06,522.06,2024-10-24,North
ORD-001211,Statistics Book,Books,2.0,669.15,1338.3,2023-11-14,South
ORD-001212,USB-C Cable,Electronics,2.0,195.74,391.48,2024-06-08,South
ORD-001213,Water Bottle,Home & Kitchen,3.0,326.9,980.7,2023-04-03,East
ORD-001214,Statistics Book,Books,1.0,618.19,618.19,2023-04-06,East
ORD-001215,Running Shoes,Clothing,1.0,2609.37,2609.37,2024-05-22,North
ORD-001216,Statistics Book,Books,3.0,644.64,1933.92,2023-03-23,North
ORD-001217,Formal Shirt,Clothing,3.0,843.84,2531.52,2023-09-12,North
ORD-001218,Wireless Mouse,Electronics,1.0,439.86,439.86,2024-06-09,North
ORD-001219,Resistance Bands,Sports,2.0,348.94,697.88,2023-12-30,East
ORD-001220,Headphones,Electronics,1.0,1654.31,1654.31,2023-07-03,North
ORD-001221,SQL Handbook,Books,5.0,492.26,2461.3,2023-11-18,West
ORD-001222,Resistance Bands,Sports,3.0,443.45,1330.35,2023-12-16,North
ORD-001223,Denim Jeans,Clothing,1.0,1366.58,1366.58,2024-09-10,South
ORD-001224,Wireless Mouse,Electronics,2.0,405.68,811.36,2024-02-09,East
ORD-001225,Cloud Computing,Books,1.0,855.49,855.49,2023-11-07,
ORD-001226,SQL Handbook,Books,4.0,426.23,1704.92,2023-03-31,North
ORD-001227,Bluetooth Speaker,Electronics,4.0,1880.26,7521.04,2023-01-28,West
ORD-001228,Web Development,Books,1.0,691.33,691.33,2023-03-30,East
ORD-001229,USB Keyboard,Electronics,1.0,696.56,696.56,2023-06-20,South
ORD-001230,Cloud Computing,Books,3.0,768.15,2304.45,2023-01-21,North
ORD-001231,Water Bottle Sport,Sports,3.0,307.4,922.2,2023-02-22,West
ORD-001232,Statistics Book,Books,1.0,667.66,667.66,2024-05-22,East
ORD-001233,Non-Stick Pan,Home & Kitchen,1.0,802.2,802.2,2024-05-14,West
ORD-001234,Web Development,Books,2.0,682.64,1365.28,2023-03-04,South
ORD-001235,Power Bank 10000mAh,Electronics,2.0,891.81,1783.62,2024-10-25,East
ORD-001236,Towel Set,Home & Kitchen,1.0,538.14,538.14,2024-12-15,West
ORD-001237,AI Foundations,Books,2.0,914.99,1829.98,2024-03-24,Central
